id,customer_gender,customer_age,season,category,product,actual_price,discount_applied,customer_sentiments,previous_sales,Previous_sales
211,Female,59,Summer,Electronics,Smartphone,1050.8,19,Positive,0,18
212,Male,32,Autumn,Electronics,Headphones,388.96,40,Negative,0,20
213,Female,42,Winter,Electronics,Smartphone,590.49,17,Positive,0,19
214,Male,23,Spring,Clothing,Jacket,138.77,35,Negative,0,9
215,Male,47,Spring,Sports,Running Shoes,12.44,0,Positive,0,5
216,Female,20,Spring,Electronics,Smartphone,1094.72,0,Positive,0,20
217,Male,31,Summer,Home,Lamp,64.5,36,Negative,0,10
218,Male,53,Winter,Home,Vacuum Cleaner,211.97,26,Positive,0,9
219,Male,54,Spring,Electronics,Smartwatch,800.1,3,Negative,0,11
220,Female,18,Summer,Electronics,Tablet,992.3,10,Neutral,0,16
221,Male,39,Winter,Clothing,Jacket,134.95,25,Negative,0,10
222,Male,18,Winter,Electronics,Laptop,812.98,10,Negative,0,11
223,Male,19,Spring,Home,Lamp,227.7,35,Positive,0,11
224,Female,39,Summer,Clothing,Sweater,96.62,11,Negative,0,9
225,Male,28,Spring,Clothing,Sweater,,9,Negative,0,10
226,Male,34,Summer,Electronics,Tablet,734.34,15,Positive,0,17
227,Male,23,Winter,Electronics,Tablet,50.13,33,Neutral,0,18
228,Male,28,Autumn,Home,Vacuum Cleaner,157.93,13,Negative,0,10
229,Female,33,Autumn,Electronics,Tablet,706.76,5,Negative,0,19
230,Male,28,Winter,Home,Coffee Maker,235.7,7,Negative,0,6
231,Female,58,Spring,Sports,Dumbbells,93.49,26,Negative,0,6
232,Male,26,Winter,Electronics,Tablet,163.36,28,Negative,0,20
233,Female,33,Summer,Sports,Running Shoes,54.36,22,Negative,0,6
234,Male,42,Autumn,Electronics,Tablet,1187.46,14,Positive,0,21
235,Female,28,Summer,Home,Vacuum Cleaner,254.11,16,Positive,0,11
236,Male,31,Winter,Clothing,T-Shirt,112.75,0,Negative,0,5
237,Female,18,Autumn,Electronics,Headphones,83.9,46,Negative,0,21
238,Female,54,Summer,Clothing,Sneakers,121.31,21,Negative,0,11
239,Female,41,Summer,Electronics,Laptop,486.65,30,Negative,0,12
240,Male,71,Winter,Clothing,Jacket,84.57,42,Positive,0,11
241,Male,33,Summer,Electronics,Smartphone,914.96,5,Positive,0,21
242,Female,18,Summer,Electronics,Smartphone,286.98,28,Negative,0,22
243,Male,25,Summer,Clothing,Jeans,111.16,4,Positive,0,13
244,Female,27,Summer,Sports,Dumbbells,95.3,9,Negative,0,7
245,Male,55,Summer,Clothing,Jacket,76.14,38,Negative,0,12
246,Female,34,Winter,Home,Lamp,91.06,47,Neutral,0,12
247,Female,35,Summer,Clothing,Jeans,95.29,12,Neutral,0,14
248,Female,53,Winter,Sports,Yoga Mat,82.26,33,Positive,0,10
249,Male,22,Summer,Home,Coffee Maker,101.61,22,Negative,0,7
250,Female,24,Winter,Clothing,Sweater,35.69,4,Positive,0,11
251,Female,46,Spring,Sports,Dumbbells,145,54,Negative,0,8
252,Male,18,Winter,Electronics,Headphones,861.36,13,Positive,0,22
253,Female,27,Spring,Electronics,Smartphone,911.62,8,Negative,0,23
254,Male,27,Autumn,Clothing,Jacket,51.62,12,Positive,0,13
255,Male,35,Spring,Clothing,Jacket,58.49,13,Neutral,0,14
256,Female,38,Winter,Clothing,T-Shirt,132.24,24,Negative,0,6
257,Male,32,Autumn,Clothing,T-Shirt,48.68,11,Negative,0,7
258,Male,28,Summer,Electronics,Smartphone,243.32,36,Negative,0,24
259,Female,41,Spring,Sports,Dumbbells,39.28,10,Negative,0,9
260,Female,36,Winter,Electronics,Smartphone,1120.86,14,Negative,0,25
261,Female,18,Autumn,Sports,Tennis Racket,169.72,33,Neutral,0,8
262,Female,27,Summer,Electronics,Headphones,1158.34,13,Negative,0,23
263,Male,25,Summer,Electronics,Tablet,508.53,1,Negative,0,22
264,Male,18,Winter,Electronics,Laptop,512.79,10,Negative,0,13
265,Female,38,Winter,Electronics,Headphones,167.35,11,Negative,0,24
266,Male,42,Winter,Clothing,Sweater,74.95,0,Negative,0,12
267,Male,34,Winter,Sports,Water Bottle,38.43,7,Negative,0,14
268,Male,27,Summer,Clothing,,94.55,26,Positive,0,8
269,Male,24,Spring,Electronics,Headphones,,8,Negative,0,25
270,Female,47,Winter,Clothing,T-Shirt,108.67,16,Neutral,0,9
271,Male,45,Winter,Clothing,Jacket,139.01,8,Positive,0,15
272,Male,41,Spring,Electronics,Laptop,877.48,17,Positive,0,14
273,Male,18,Winter,Electronics,Headphones,585.31,6,Positive,0,26
274,Female,41,Spring,Sports,Dumbbells,21.39,22,Positive,0,10
275,Female,39,Winter,Clothing,Sneakers,149.93,16,Negative,0,12
276,Female,36,Winter,Home,Blender,125.96,23,Positive,0,8
277,Female,49,Summer,Clothing,Jacket,126.74,29,Positive,0,16
278,Female,39,Spring,Electronics,Headphones,619.67,8,Positive,0,27
279,Female,29,Autumn,Sports,Water Bottle,118.95,19,Neutral,0,15
280,Female,39,Summer,Sports,Water Bottle,111.08,19,Negative,0,16
281,Female,38,Summer,Home,Microwave,33.61,56,Negative,0,11
282,Male,45,Winter,Clothing,T-Shirt,84.05,20,Neutral,0,10
283,Female,49,Winter,Sports,Tennis Racket,64.74,19,,0,9
284,Male,18,Spring,Electronics,Headphones,,10,Negative,0,28
285,Male,18,Autumn,Electronics,Laptop,632.66,8,Negative,0,15
286,Female,35,Autumn,Electronics,Headphones,1102.53,18,Negative,0,29
287,Male,38,Winter,Home,Blender,38.05,22,Neutral,0,9
288,Male,44,Summer,Home,Lamp,266.92,0,Neutral,0,13
289,Male,37,Summer,Sports,Tennis Racket,22.6,37,Negative,0,10
290,Female,18,Spring,Electronics,Laptop,152.55,42,Negative,0,16
291,Female,39,Winter,Clothing,Jeans,89.75,19,Neutral,0,15
292,Female,42,Winter,Clothing,T-Shirt,74.03,59,Negative,0,11
293,Male,37,Spring,Electronics,Smartwatch,80.02,29,Negative,0,12
294,Male,29,Spring,Electronics,Headphones,108.84,12,Negative,0,30
295,Female,44,Spring,Electronics,Laptop,879.81,6,Positive,0,17
296,Male,35,Summer,Electronics,Smartphone,733.5,8,Negative,0,26
297,Male,40,Winter,Clothing,Jeans,118.05,30,Negative,0,16
298,Female,47,Autumn,Clothing,T-Shirt,63.32,17,Negative,0,12
299,Female,31,Summer,Clothing,Sweater,84.06,10,Negative,0,13
300,Male,29,Spring,Home,Lamp,205.61,31,Negative,0,14
301,Female,44,Spring,Clothing,T-Shirt,66.19,11,Positive,0,13
302,Female,45,Winter,Electronics,Laptop,127.46,45,Negative,0,18
303,Male,39,Summer,Home,Lamp,74.34,53,Negative,0,15
304,Male,25,Autumn,Electronics,Smartphone,201.15,6,Negative,0,27
305,Female,18,Autumn,Sports,Tennis Racket,152.99,47,Positive,0,11
306,Female,42,Winter,Clothing,Jacket,128.08,24,Positive,0,17
307,Female,38,Winter,Clothing,Jacket,147.11,8,Negative,0,18
308,Female,64,Summer,Sports,Yoga Mat,19.07,27,Positive,0,11
309,Male,36,Summer,Sports,Water Bottle,170.24,36,Negative,0,17
310,Female,40,Autumn,Sports,Tennis Racket,23.86,28,Negative,0,12
311,Male,25,Autumn,Home,Coffee Maker,158.71,32,Positive,0,8
312,Female,57,Autumn,Electronics,Tablet,1110.73,17,Positive,0,23
313,Male,54,Summer,Electronics,Smartwatch,603.15,7,Neutral,0,13
314,Female,23,Spring,Electronics,Tablet,327.21,23,Positive,0,24
315,Male,35,Summer,Home,Lamp,126.55,41,Negative,0,16
316,Female,18,Summer,Electronics,Headphones,889.19,18,Neutral,0,31
317,Male,33,Spring,Sports,Tennis Racket,88.19,19,Negative,0,13
318,Female,22,Spring,Electronics,Headphones,726.21,2,Neutral,0,32
319,Female,44,Winter,Electronics,Tablet,123.98,26,Positive,0,25
320,Female,19,Winter,Electronics,Tablet,796.36,4,Negative,0,26
321,Male,30,Autumn,Clothing,Jeans,86.7,50,Neutral,0,17
322,Male,31,Summer,Sports,Water Bottle,23.72,2,Negative,0,18
323,Male,32,Winter,Sports,Running Shoes,163.77,21,Negative,0,7
324,Female,18,Autumn,Clothing,T-Shirt,27.07,24,Negative,0,14
325,Female,32,Winter,Clothing,Sweater,54.73,35,Negative,0,14
326,Female,57,Spring,Sports,Running Shoes,72.85,42,Negative,0,8
327,Male,31,Spring,Clothing,Jacket,84.04,8,Neutral,0,19
328,Female,65,Autumn,Sports,Running Shoes,171.4,26,Negative,0,9
329,Female,35,Winter,Home,Coffee Maker,222.88,25,Negative,0,9
330,Male,37,Spring,Home,Lamp,20.71,23,Negative,0,17
331,Female,28,Autumn,Electronics,Smartphone,130.28,17,Negative,0,28
332,Female,34,Spring,Clothing,Jacket,113.77,17,Negative,0,20
333,Female,26,Autumn,Sports,Tennis Racket,39.39,27,Negative,0,14
334,Female,31,Summer,Electronics,Smartphone,1163.26,18,Neutral,0,29
335,Male,18,Summer,Home,Vacuum Cleaner,272.5,41,Negative,0,12
336,Female,49,Summer,Sports,Running Shoes,195.95,0,Positive,0,10
337,Male,30,Spring,Electronics,Smartphone,168.63,19,Negative,0,30
338,Male,18,Autumn,Electronics,Smartwatch,40.78,13,Neutral,0,14
339,Female,21,Summer,Sports,Tennis Racket,186.73,51,Negative,0,15
340,Female,46,Summer,Clothing,Sweater,100.21,44,Neutral,0,15
341,Male,43,Winter,Clothing,Jacket,86.04,8,Negative,0,21
342,Female,28,Autumn,Clothing,Sneakers,67.69,32,Negative,0,13
343,Male,20,Winter,Home,Vacuum Cleaner,40.98,36,Positive,0,13
344,Male,32,Winter,Electronics,Tablet,737.16,8,Positive,0,27
345,Female,43,Autumn,Electronics,Smartphone,111.26,32,Negative,0,31
346,Female,30,Autumn,Electronics,Laptop,982.97,16,Negative,0,19
347,Female,22,Winter,Electronics,Tablet,676.02,13,Negative,0,28
348,Female,42,Winter,Home,Lamp,95.21,20,Negative,0,18
349,Female,38,Winter,Clothing,T-Shirt,89.42,6,Neutral,0,15
350,Female,46,Spring,Electronics,Smartwatch,935.67,9,Positive,0,15
351,Female,28,Autumn,Electronics,Headphones,319.38,41,Negative,0,33
352,Male,26,Winter,Electronics,Laptop,1424.55,3,Positive,0,20
353,Female,18,Spring,Clothing,Sweater,127.11,34,Neutral,0,16
354,Female,19,Winter,Electronics,Smartwatch,139.79,51,Negative,0,16
355,Female,18,Summer,Home,Vacuum Cleaner,138.24,50,Negative,0,14
356,Female,37,Summer,Clothing,Sneakers,135.72,24,Negative,0,14
357,Male,28,Summer,Electronics,Tablet,183.04,31,Positive,0,29
358,Female,34,Winter,Electronics,Smartwatch,799.74,16,Negative,0,17
359,Female,36,Autumn,Electronics,Laptop,1441.9,11,Positive,0,21
360,Male,30,Autumn,Electronics,Tablet,1053.71,10,Positive,0,30
361,Male,38,Summer,Home,Coffee Maker,84.92,0,Negative,0,10
362,Female,18,Autumn,Clothing,T-Shirt,46.05,36,Negative,0,16
363,Male,37,Autumn,Electronics,Headphones,67.63,22,Positive,0,34
364,Male,35,Autumn,Clothing,Jacket,78.08,30,Neutral,0,22
365,Female,28,Summer,Electronics,Laptop,1150.19,6,Positive,0,22
366,Male,37,Summer,Electronics,Smartphone,892.18,5,Positive,0,32
367,Male,39,Winter,Home,Coffee Maker,140.17,0,Negative,0,11
368,Female,47,Spring,Electronics,Tablet,795.26,12,Positive,0,31
369,Male,38,Summer,Electronics,Smartphone,597.48,15,Negative,0,33
370,Female,54,Autumn,Sports,Yoga Mat,48.52,40,Negative,0,12
371,Female,18,Summer,Clothing,Sweater,51.88,6,Neutral,0,17
372,Female,27,Summer,Electronics,Smartphone,1132.4,10,Negative,0,34
373,Female,41,Spring,Electronics,Smartphone,365.36,14,Negative,0,35
374,Male,37,Summer,Home,Blender,123.18,14,Negative,0,10
375,Female,27,Spring,Electronics,Headphones,161.02,4,Neutral,0,35
376,Female,23,Spring,Electronics,Headphones,1167.34,3,Negative,0,36
377,Female,23,Autumn,Home,Coffee Maker,234.09,41,Positive,0,12
378,Female,23,Spring,Electronics,Tablet,535.41,23,Neutral,0,32
379,Female,40,Winter,Electronics,Smartphone,1176.78,11,Negative,0,36
380,Female,24,Spring,Sports,Dumbbells,78.09,36,Negative,0,11
381,Female,28,Summer,Electronics,Smartphone,99,27,Negative,0,37
382,Male,65,Autumn,Sports,Water Bottle,111.34,24,Positive,0,19
383,Male,48,Summer,Electronics,Smartwatch,441.74,14,Negative,0,18
384,Female,34,Summer,Clothing,Sweater,83.19,52,Negative,0,18
385,Male,27,Summer,Electronics,Smartwatch,798.3,19,Negative,0,19
386,Male,43,Spring,Clothing,Sweater,39.29,17,Negative,0,19
387,Female,42,Winter,Electronics,Laptop,768.13,15,Positive,0,23
388,Male,42,Autumn,Electronics,Smartwatch,499.36,1,Positive,0,20
